country,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29300,55000,77000,103000,128000,158000,194000,235000,282000,341000,400000,,433000,447000,,,477000,517000,579000,1540000,2630000,3910000,5560000,7610000,9990000,12600000,15500000,18600000,21900000,25600000,29700000,34800000,40300000,47800000,55300000,64700000,76900000,94000000,109000000,124000000,143000000,165000000,189000000,214000000,238000000,267000000,299000000,334000000,370000000,410000000,448000000,486000000,528000000,574000000,622000000,671000000,728000000,794000000,872000000,961000000,1060000000,1170000000,1290000000,1420000000,1580000000,1750000000,1930000000,2090000000,2260000000,2430000000,2610000000,2800000000,3010000000,3230000000,3450000000,3680000000,3910000000,4140000000,4380000000,4640000000,4890000000,5160000000,5450000000,5730000000,6010000000,6290000000,6570000000,6860000000
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161000,323000,499000,675000,854000,1040000,1240000,1470000,1700000,1950000,2240000,2680000,3200000,3700000,4200000,4700000,5230000
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25700,51300,95300,125000,158000,198000,238000,286000,334000,389000,455000,546000,634000,741000,873000,1000000,1180000,1380000,1580000,1820000,2090000,2410000,2810000,3230000,3620000,3930000,4250000,4710000,5070000,6450000,7250000,7950000,8770000,9390000,10100000,10700000,11600000,12500000,13500000,14500000,15500000,16500000,17600000,18600000,19600000,20800000,22100000,22900000,24200000,26100000,27400000,28600000,29900000,31700000,33500000,35200000,36700000,38200000,39700000,42500000,45100000,47600000,49800000,51900000,54100000,56800000,59900000,63200000,66600000
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7330,14700,22000,29300,36700,44000,51300,58700,66000,73300,84300,95300,106000,117000,128000,139000,150000,165000,180000,191000,216000,235000,257000,282000,304000,337000,367000,396000,433000,473000,513000,561000,605000,653000,700000,748000,796000,851000,920000,990000,1070000,1160000,1230000,1320000,1410000,1500000,1580000,1680000,1770000,1880000,1970000,2060000,2160000,2280000,2390000,2500000,2630000,2750000,2870000,3000000,3120000,3220000,3330000,3440000,3550000,3670000,3800000,3930000,4070000
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25700,91700,216000,414000,638000,928000,1260000,1680000,2200000,2970000,3620000,4490000,5490000,6480000,7690000,9340000,11300000,13300000,15400000,18600000,22200000,25800000,28900000,32200000,36200000,41000000,46100000,51900000,59100000,67500000,76900000,87700000,97600000,108000000,119000000,129000000,140000000,151000000,163000000,176000000,190000000,192000000,195000000,197000000,200000000,203000000,206000000,209000000,211000000,215000000,218000000,220000000,225000000,232000000,234000000,237000000,243000000,247000000,251000000,255000000,259000000,268000000,276000000,285000000,294000000,304000000,314000000,330000000,346000000,361000000,378000000,395000000,412000000,430000000,447000000,464000000,485000000,502000000,520000000,536000000,552000000,569000000,586000000,605000000,623000000,640000000,657000000,678000000,696000000,715000000,738000000,761000000,788000000,816000000,848000000,882000000,920000000,962000000,1010000000,1050000000,1100000000,1140000000,1190000000,1240000000,1280000000,1330000000,1380000000,1420000000,1460000000,1510000000
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000,40300,80700,,110000,132000,132000,132000,132000,,,,,,,,132000,150000,169000,187000,213000,242000,275000,308000,367000,502000,664000,715000,807000,902000,1030000,1160000,1310000,1440000,2660000,4040000,5480000,6860000,8270000,9870000,11400000,13000000,14500000,16000000,17800000,19500000,21300000,23300000,26000000,28500000,31400000,34500000,38100000,41900000,45700000,49900000,54600000,59400000,64800000,70400000,76200000,83000000,90500000,99200000,109000000,118000000,128000000,139000000,151000000,163000000,175000000,186000000,199000000,212000000,225000000,240000000,255000000,272000000,287000000,303000000,320000000,336000000,354000000,372000000,392000000,413000000,433000000,454000000,476000000,498000000,521000000,545000000,569000000,593000000,620000000,646000000,672000000,699000000,727000000,756000000,785000000,816000000,848000000
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000,359000,587000,763000,1030000,1190000,1390000,1630000,1870000,2130000,2480000,2750000,3200000,3530000,3650000,3790000,3980000,4130000,4290000,4470000,4660000,4800000,5040000,5310000,5710000,6080000,6480000,6890000,7320000,7710000,8090000,8530000,8840000,9370000,10000000,11100000,12000000,13100000,14300000,15700000,17200000,18800000,20600000,22400000,24300000,26200000,28400000,30400000,32500000,34100000,35200000,35700000,36100000,36500000,37500000,38900000,39700000,40700000,42200000,44700000,47000000,50100000,53300000,56500000,60000000,64000000,67900000,71900000,76600000,82400000,88300000,94200000,98500000,103000000,108000000,113000000,119000000,124000000,130000000,137000000,144000000,151000000,159000000,167000000,175000000,184000000,194000000,205000000,218000000,231000000,245000000,259000000,275000000,291000000,308000000,325000000,343000000,364000000,387000000,413000000,441000000,472000000,506000000,542000000,581000000,623000000,671000000,725000000,784000000,845000000,910000000,984000000,1070000000,1140000000,1220000000,1290000000,1370000000,1460000000,1550000000,1640000000,1750000000,1860000000,1990000000,2120000000,2260000000,2410000000,2560000000,2730000000,2900000000,3070000000,3250000000,3450000000,3660000000,3870000000,4080000000,4310000000,4520000000,4750000000,4980000000,5230000000,5490000000,5770000000,6090000000,6400000000,6710000000,7030000000,7370000000,7720000000,8070000000,8430000000,8810000000,9210000000,9640000000,10100000000
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,399,543,725,,,,,,,,,,,,,,,,,1850,,,,,5250,,,10000,15100,21800,30300,38000,46000,55100,63700,90900,122000,148000,184000,222000,274000,327000,376000,437000,506000,593000,681000,796000,915000,1050000,1200000,1350000,1530000,1710000,1900000,2100000,2310000,2530000,2770000,3030000,3330000,3640000,4010000,4380000,4810000,5250000,5750000,6320000,6970000,7720000,8480000,9220000,9940000,10700000,11500000,12300000,13200000,14100000,15100000,16000000,17000000,18100000,19400000,20500000,21500000,22500000,23500000,23900000,24300000,24600000,24900000,25300000,25800000,26300000,26800000,27600000,28500000,29600000,30700000,32300000,34100000,36200000,38600000,41400000,44600000,48300000,52000000,56000000,60000000,64800000,69000000,71900000,75600000,79100000,82800000,86900000,91900000,97200000,103000000,110000000,117000000,125000000,133000000,142000000,152000000,164000000,176000000,189000000,205000000,221000000,238000000,255000000,274000000,294000000,316000000,339000000,362000000,387000000,412000000,439000000,467000000,497000000,528000000,561000000,595000000,630000000,667000000,705000000,743000000,782000000,821000000,861000000,901000000,942000000,986000000,1030000000,1070000000,1120000000,1160000000,1200000000,1240000000,1270000000,1300000000,1330000000,1370000000,1400000000,1430000000,1460000000,1500000000,1530000000,1570000000,1610000000,1660000000,1700000000,1750000000,1800000000,1860000000,1910000000,1960000000,2020000000,2080000000,2150000000,2210000000,2280000000,2350000000,2420000000,2500000000,2580000000
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7330,14700,22000,29300,36700,44000,51300,58700,66000,73300,80700,88000,99000,110000,121000,132000,139000,150000,161000,172000,180000,187000,198000,209000,220000,231000,242000,253000,265000
Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106000,246000,389000,598000,818000,1080000,1350000,1620000,1920000,2330000,2750000,3160000,3590000,4020000,4510000,5140000,5870000,6680000,7660000,8840000,10300000,11700000,13100000,14300000,15500000,16600000,17600000,18400000,19100000,19800000,20400000,20900000,21500000,22100000,22700000,23300000,24000000,24800000,25600000,26400000,27200000,28000000,28800000,29600000,30300000,31200000,32300000,33400000,34600000,35900000,37300000,38800000,40300000,41900000,43500000,45600000,48100000,50900000,54000000,57200000,61000000,65100000,69000000,73100000,77700000,82800000,88200000,93800000,99600000
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3460,7610,10400,13800,,,,,,,,,,,,,,,,,35300,,,,,100000,,,192000,289000,417000,579000,726000,880000,1050000,1220000,1740000,2330000,2830000,3510000,4240000,5220000,6240000,7190000,8350000,9670000,11300000,13000000,15200000,17500000,20100000,22900000,25900000,29200000,32600000,36300000,40100000,44100000,48300000,52800000,57900000,63600000,69600000,76600000,83700000,91900000,100000000,110000000,121000000,133000000,147000000,162000000,176000000,190000000,205000000,219000000,235000000,252000000,270000000,288000000,306000000,325000000,347000000,370000000,391000000,410000000,431000000,450000000,457000000,463000000,469000000,476000000,483000000,492000000,502000000,512000000,527000000,545000000,565000000,587000000,616000000,652000000,692000000,737000000,791000000,852000000,922000000,994000000,1070000000,1150000000,1240000000,1320000000,1370000000,1440000000,1510000000,1580000000,1660000000,1760000000,1860000000,1970000000,2100000000,2240000000,2390000000,2550000000,2720000000,2910000000,3130000000,3360000000,3610000000,3870000000,4140000000,4420000000,4710000000,5020000000,5350000000,5700000000,6080000000,6460000000,6860000000,7280000000,7720000000,8180000000,8670000000,9180000000,9710000000,10300000000,10800000000,11400000000,12100000000,12700000000,13300000000,14000000000,14600000000,15300000000,15900000000,16600000000,17300000000,18100000000,18800000000,19500000000,20200000000,20800000000,21400000000,21900000000,22400000000,22700000000,23100000000,23400000000,23800000000,24100000000,24400000000,24700000000,25000000000,25300000000,25600000000,25900000000,26200000000,26600000000,26900000000,27200000000,27500000000,27800000000,28100000000,28400000000,28600000000,28800000000,29100000000,29300000000,29500000000
United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000,22000,33000,51300,73300,91700,114000,139000,1060000,2300000,22800000,38100000,59300000,82700000,113000000,145000000,176000000,215000000,254000000,299000000,336000000,372000000,409000000,446000000,481000000,527000000,577000000,624000000,672000000,720000000,774000000,826000000,882000000,940000000,1010000000,1080000000,1150000000,1220000000,1290000000,1380000000,1450000000,1560000000,1670000000,1750000000,1860000000,1970000000,2080000000,2200000000,2340000000,2490000000,2660000000,2810000000,2980000000,3200000000,3420000000,3640000000,3830000000,4040000000,4240000000,4440000000
United Kingdom,9360000,18700000,28100000,37400000,46800000,56800000,66800000,76900000,86900000,96900000,108000000,119000000,130000000,141000000,152000000,164000000,176000000,189000000,201000000,213000000,227000000,241000000,254000000,268000000,281000000,296000000,312000000,327000000,342000000,357000000,374000000,390000000,407000000,424000000,441000000,460000000,479000000,499000000,518000000,537000000,558000000,580000000,601000000,623000000,644000000,667000000,690000000,715000000,740000000,767000000,794000000,821000000,851000000,881000000,913000000,946000000,979000000,1010000000,1050000000,1080000000,1110000000,1150000000,1190000000,1230000000,1270000000,1310000000,1350000000,1390000000,1430000000,1480000000,1520000000,1560000000,1610000000,1660000000,1710000000,1760000000,1810000000,1860000000,1920000000,1990000000,2050000000,2120000000,2180000000,2250000000,2310000000,2390000000,2460000000,2540000000,2620000000,2700000000,2780000000,2870000000,2960000000,3050000000,3150000000,3250000000,3350000000,3460000000,3570000000,3700000000,3810000000,3930000000,4050000000,4190000000,4320000000,4460000000,4590000000,4730000000,4880000000,5050000000,5220000000,5390000000,5570000000,5770000000,5970000000,6180000000,6400000000,6620000000,6840000000,7070000000,7310000000,7570000000,7830000000,8090000000,8360000000,8630000000,8910000000,9180000000,9450000000,9750000000,10100000000,10400000000,10700000000,11000000000,11300000000,11700000000,12000000000,12300000000,12700000000,13000000000,13400000000,13700000000,14000000000,14400000000,14800000000,15100000000,15500000000,15900000000,16300000000,16700000000,17200000000,17600000000,18000000000,18400000000,18900000000,19300000000,19800000000,20300000000,20700000000,21200000000,21700000000,22200000000,22600000000,23100000000,23600000000,24100000000,24600000000,25100000000,25600000000,26000000000,26300000000,26800000000,27200000000,27700000000,28200000000,28400000000,28900000000,29300000000,29800000000,30200000000,30600000000,31000000000,31400000000,31800000000,32300000000,32700000000,33200000000,33600000000,34100000000,34600000000,35000000000,35500000000,36000000000,36400000000,36800000000,37300000000,37700000000,38200000000,38700000000,39200000000,39700000000,40300000000,40800000000,41300000000,41900000000,42500000000,43100000000,43600000000,44200000000,44800000000,45300000000,45900000000,46500000000,47200000000,47800000000,48400000000,49000000000,49600000000,50200000000,50900000000,51500000000,52200000000,52800000000,53500000000,54100000000,54700000000,55300000000,55900000000,56500000000,57100000000,57700000000,58200000000,58800000000,59300000000,59800000000,60400000000,61000000000,61600000000,62100000000,62700000000,63400000000,63900000000,64500000000,65100000000,65700000000,66300000000,66800000000,67400000000,67900000000,68500000000,69100000000,69700000000,70200000000,70800000000,71400000000,71900000000,72500000000,73000000000,73500000000,74000000000,74500000000,75000000000,75500000000,75900000000,76300000000,76700000000,77100000000,77500000000
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253000,521000,810000,1110000,1440000,1780000,2120000,2490000,2890000,3290000,3710000,4150000,4640000,5160000,5720000,6320000,6990000,7700000,8490000,9250000,10000000,10900000,11700000,12600000,13700000,14800000,16100000,17600000,19100000,20900000,23000000,25300000,28300000,31900000,35200000,39600000,44300000,49600000,54600000,60200000,66000000,72300000,79200000,87000000,96300000,107000000,120000000,135000000,152000000,170000000,190000000,215000000,242000000,272000000,305000000,343000000,383000000,424000000,466000000,511000000,559000000,605000000,652000000,707000000,766000000,824000000,884000000,957000000,1040000000,1130000000,1230000000,1330000000,1460000000,1600000000,1740000000,1870000000,2000000000,2150000000,2300000000,2470000000,2670000000,2880000000,3120000000,3370000000,3640000000,3910000000,4200000000,4510000000,4880000000,5220000000,5620000000,6050000000,6500000000,6950000000,7380000000,7860000000,8340000000,8840000000,9380000000,10000000000,10700000000,11400000000,12200000000,13100000000,13900000000,14900000000,16000000000,17200000000,18200000000,19400000000,20600000000,21900000000,23200000000,24700000000,26000000000,27400000000,28900000000,30600000000,32300000000,33800000000,35500000000,36900000000,38400000000,40300000000,42000000000,43700000000,45600000000,47400000000,49300000000,51200000000,53000000000,54500000000,55700000000,57100000000,58500000000,60000000000,61700000000,63500000000,65000000000,66700000000,68600000000,70600000000,72800000000,75100000000,77500000000,79900000000,82100000000,84600000000,87200000000,89300000000,91900000000,94500000000,97000000000,99700000000,1.02E+11,1.05E+11,1.08E+11,1.11E+11,1.13E+11,1.16E+11,1.19E+11,1.22E+11,1.25E+11,1.28E+11,1.31E+11,1.35E+11,1.38E+11,1.42E+11,1.46E+11,1.5E+11,1.54E+11,1.58E+11,1.63E+11,1.68E+11,1.72E+11,1.77E+11,1.81E+11,1.86E+11,1.91E+11,1.96E+11,2.01E+11,2.05E+11,2.09E+11,2.14E+11,2.18E+11,2.23E+11,2.27E+11,2.32E+11,2.37E+11,2.42E+11,2.47E+11,2.52E+11,2.57E+11,2.62E+11,2.68E+11,2.73E+11,2.79E+11,2.85E+11,2.9E+11,2.96E+11,3.02E+11,3.08E+11,3.14E+11,3.2E+11,3.26E+11,3.32E+11,3.38E+11,3.44E+11,3.5E+11,3.56E+11,3.62E+11,3.67E+11,3.73E+11,3.78E+11,3.84E+11,3.89E+11,3.94E+11,4E+11,4.05E+11
Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77000,143000,194000,246000,301000,374000,451000,539000,623000,711000,785000,851000,946000,1060000,1200000,1350000,1490000,1640000,4100000,6720000,9880000,13400000,17100000,21100000,25100000,29500000,33500000,37900000,42200000,46300000,50300000,54700000,59200000,64700000,70100000,75000000,79900000,85500000,91200000,97000000,103000000,109000000,115000000,121000000,126000000,132000000,138000000,144000000,150000000,155000000,160000000,164000000,167000000,171000000,174000000,177000000,182000000,187000000,191000000,196000000,201000000,205000000,209000000,214000000,219000000,225000000,230000000,237000000,242000000,247000000,252000000,256000000,262000000,268000000,274000000,280000000,288000000,296000000,303000000,310000000,319000000,326000000,333000000,340000000,346000000,353000000,360000000
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613,1350,1840,2450,,,,,,,,,,,,,,,,,6250,,,,,17800,,,34000,51100,73800,103000,129000,156000,186000,216000,308000,414000,502000,621000,751000,926000,1110000,1270000,1480000,1710000,2010000,2310000,2700000,3100000,3570000,4060000,4580000,5170000,5780000,6430000,7100000,7820000,8560000,9360000,10300000,11300000,12300000,13600000,14800000,16300000,17800000,19500000,21400000,23600000,26100000,28700000,31200000,33600000,36400000,38800000,41600000,44700000,47800000,51100000,54300000,57600000,61400000,65500000,69300000,72700000,76300000,79700000,81000000,82100000,83200000,84300000,85700000,87200000,89000000,90800000,93400000,96600000,100000000,104000000,109000000,116000000,123000000,131000000,140000000,151000000,163000000,176000000,189000000,203000000,219000000,234000000,243000000,256000000,268000000,280000000,294000000,311000000,329000000,349000000,372000000,397000000,423000000,451000000,482000000,516000000,554000000,595000000,640000000,682000000,726000000,771000000,818000000,869000000,923000000,981000000,1040000000,1110000000,1170000000,1240000000,1310000000,1390000000,1470000000,1550000000,1640000000,1730000000,1830000000,1920000000,2020000000,2130000000,2230000000,2340000000,2440000000,2550000000,2660000000,2780000000,2900000000,3010000000,3130000000,3250000000,3360000000,3470000000,3580000000,3700000000,3810000000,3910000000,4020000000,4130000000,4240000000,4370000000,4490000000,4610000000,4740000000,4870000000,4990000000,5110000000,5230000000,5350000000,5470000000,5580000000,5680000000,5790000000,5910000000,6010000000,6120000000,6220000000,6310000000,6400000000,6500000000
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40300,73300,136000,183000,260000,345000,407000,451000,491000,550000,612000,667000,730000,785000,829000,880000,939000,1000000,1060000,1110000,1170000,1220000,1280000,1400000,1460000,1500000,1570000,1630000,1700000,1760000,1830000,1890000,1950000,2020000,2100000,2190000,2270000,2350000,2430000,2520000,2610000,2690000,2750000,2810000,2860000,2960000,3050000,3170000,3290000,3420000,3540000,3640000,3800000,3930000,4080000,4230000,4380000
Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3670,,,,7330,,,,,22000,51300,103000,183000,264000,480000,693000,843000,1000000,1210000,1660000,2050000,2720000,3790000,4810000,6710000,8660000,8660000,8660000,12500000,15300000,20500000,26500000,29700000,39100000,45200000,52200000,64600000,79700000,91200000,102000000,117000000,132000000,213000000,233000000,259000000,287000000,326000000,373000000,424000000,472000000,523000000,583000000,648000000,718000000,772000000,837000000,894000000,946000000,1000000000,1060000000,1110000000,1170000000,1230000000,1300000000,1360000000,1430000000,1510000000,1570000000,1630000000,1700000000,1770000000,1840000000,1890000000,1960000000,2030000000,2100000000,2190000000,2290000000,2380000000,2470000000,2560000000,2670000000,2780000000,2890000000,3000000000,3110000000,3230000000,3350000000,3450000000,3580000000,3710000000,3840000000,3960000000,4100000000,4260000000,4440000000,4590000000,4760000000,4950000000,5140000000,5300000000,5460000000,5630000000,5790000000,5970000000,6150000000,6340000000,6510000000,6700000000,6880000000,7070000000,7240000000,7400000000,7560000000,7700000000
